,County.2,HD #,"HD Pop.
in County","% of County
in HD"
122,Iroquois,106,29718,1.0
123,Jackson,115,44760,0.743
124,Jackson,118,15458,0.257
125,Jasper,109,9698,1.0
126,Jefferson,115,38827,1.0
127,Jersey,100,20523,0.893
128,Jersey,111,2462,0.107
129,Jo Daviess,89,22678,1.0
130,Johnson,118,12582,1.0
131,Kane,43,85318,0.166
132,Kane,49,58636,0.114
133,Kane,50,67130,0.13
134,Kane,52,12682,0.025
135,Kane,65,100555,0.195
136,Kane,66,35316,0.069
137,Kane,70,18897,0.037
138,Kane,83,108734,0.211
139,Kane,84,28001,0.054
140,Kankakee,34,19346,0.171
141,Kankakee,79,94103,0.829
142,Kendall,50,41605,0.363
143,Kendall,75,32950,0.287
144,Kendall,84,17323,0.151
145,Kendall,97,22858,0.199
146,Knox,74,30133,0.569
147,Knox,93,22786,0.431
148,Lake,51,108088,0.154
149,Lake,52,15697,0.022
150,Lake,57,4876,0.007
151,Lake,58,100511,0.143
152,Lake,59,92846,0.132
153,Lake,60,108734,0.155
154,Lake,61,108734,0.155
155,Lake,62,108742,0.155
156,Lake,64,55234,0.079
157,La Salle,73,1975,0.017
158,La Salle,75,13998,0.123
159,La Salle,76,87998,0.772
160,La Salle,90,9953,0.087
161,Lawrence,109,10906,0.648
162,Lawrence,110,5927,0.352
163,Lee,74,2999,0.083
164,Lee,90,33032,0.917
165,Livingston,76,1844,0.047
166,Livingston,105,6107,0.157
167,Livingston,106,30999,0.796
168,Logan,87,30305,1.0
169,McDonough,93,32612,1.0
170,McHenry,52,64939,0.21
171,McHenry,63,108734,0.352
172,McHenry,64,53489,0.173
173,McHenry,65,8180,0.026
174,McHenry,66,73418,0.238
175,McLean,88,55123,0.325
176,McLean,101,11822,0.07
177,McLean,105,102627,0.605
178,Macon,96,63491,0.573
179,Macon,101,45091,0.407
180,Macon,102,2186,0.02
181,Macoupin,95,42223,0.884
182,Macoupin,100,5542,0.116
183,Madison,95,8226,0.031
184,Madison,100,6023,0.022
185,Madison,108,44233,0.164
186,Madison,111,106272,0.395
187,Madison,112,90849,0.337
188,Madison,113,13679,0.051
189,Marion,107,39437,1.0
190,Marshall,73,12640,1.0
191,Mason,93,14666,1.0
192,Massac,118,15429,1.0
193,Menard,87,12705,1.0
194,Mercer,74,16434,1.0
195,Monroe,116,32957,1.0
196,Montgomery,95,30104,1.0
197,Morgan,100,35547,1.0
198,Moultrie,102,14846,1.0
199,Ogle,89,10391,0.194
200,Ogle,90,43106,0.806
201,Peoria,73,63885,0.343
202,Peoria,91,13874,0.074
203,Peoria,92,108735,0.583
204,Perry,115,9856,0.441
205,Perry,116,12494,0.559
206,Piatt,101,16729,1.0
207,Pike,100,16430,1.0
208,Pope,118,4470,1.0
209,Pulaski,118,6161,1.0
210,Putnam,76,6006,1.0
211,Randolph,116,33476,1.0
212,Richland,109,16233,1.0
213,Rock Island,71,38812,0.263
214,Rock Island,72,108734,0.737
215,St. Clair,108,18575,0.069
216,St. Clair,112,17885,0.066
217,St. Clair,113,95004,0.352
218,St. Clair,114,108785,0.403
219,St. Clair,116,29807,0.11
220,Saline,118,24913,1.0
221,Sangamon,87,49768,0.252
222,Sangamon,96,38624,0.196
223,Sangamon,99,108734,0.551
224,Sangamon,100,339,0.002
225,Schuyler,93,7544,1.0
226,Scott,100,5355,1.0
227,Shelby,102,22363,1.0
228,Stark,73,5994,1.0
229,Stephenson,89,47711,1.0
230,Tazewell,87,15956,0.118
231,Tazewell,88,53611,0.396
232,Tazewell,91,65827,0.486
233,Union,115,11875,0.667
234,Union,118,5933,0.333
235,Vermilion,102,2204,0.027
236,Vermilion,104,65231,0.799
237,Vermilion,106,14190,0.174
238,Wabash,109,11947,1.0
239,Warren,93,2511,0.142
240,Warren,94,15196,0.858
241,Washington,108,11300,0.768
242,Washington,115,3416,0.232
243,Wayne,109,16760,1.0
244,White,109,14665,1.0
245,Whiteside,71,56413,0.964
246,Whiteside,89,2085,0.036
247,Will,29,22999,0.034
248,Will,34,12468,0.018
249,Will,37,83135,0.123
250,Will,38,9611,0.014
251,Will,41,33818,0.05
252,Will,75,21103,0.031
253,Will,79,5251,0.008
254,Will,80,43578,0.064
255,Will,81,3585,0.005
256,Will,82,26177,0.039
257,Will,84,21151,0.031
258,Will,85,91339,0.135
259,Will,86,108734,0.16
260,Will,97,85903,0.127
261,Will,98,108708,0.16
262,Williamson,117,66357,1.0
263,Winnebago,67,108724,0.368
264,Winnebago,68,108745,0.368
265,Winnebago,69,61890,0.21
266,Winnebago,89,15907,0.054
267,Woodford,73,18917,0.489
268,Woodford,106,19747,0.511
