,County.2,HD #,"HD Pop.
in County","% of County
in HD"
128,Marion,74,7786,0.615
129,Marshall,106,10117,1.0
130,Meade,115,4575,1.0
131,Miami,5,7072,0.216
132,Miami,6,22371,0.682
133,Miami,26,3344,0.102
134,Mitchell,107,6373,1.0
135,Montgomery,7,2173,0.061
136,Montgomery,11,23317,0.657
137,Montgomery,12,9981,0.281
138,Morris,68,5923,1.0
139,Morton,124,3233,1.0
140,Nemaha,62,10178,1.0
141,Neosho,2,4650,0.282
142,Neosho,9,10746,0.651
143,Neosho,13,1116,0.068
144,Ness,117,3107,1.0
145,Norton,110,5671,1.0
146,Osage,54,7284,0.447
147,Osage,59,3314,0.203
148,Osage,76,5697,0.35
149,Osborne,109,3858,1.0
150,Ottawa,107,6091,1.0
151,Pawnee,113,161,0.023
152,Pawnee,117,6812,0.977
153,Phillips,110,5642,1.0
154,Pottawatomie,51,11840,0.548
155,Pottawatomie,61,9763,0.452
156,Pottawatomie,66,1,0.0
157,Pratt,113,9656,1.0
158,Rawlins,120,2519,1.0
159,Reno,101,7223,0.112
160,Reno,102,22833,0.354
161,Reno,104,22744,0.353
162,Reno,114,11711,0.182
163,Republic,106,4980,1.0
164,Rice,108,1779,0.176
165,Rice,113,5222,0.518
166,Rice,114,3082,0.306
167,Riley,51,341,0.005
168,Riley,64,14418,0.203
169,Riley,65,4,0.0
170,Riley,66,32728,0.46
171,Riley,67,23624,0.332
172,Rooks,110,5181,1.0
173,Rush,109,1280,0.387
174,Rush,117,2027,0.613
175,Russell,109,6970,1.0
176,Saline,69,22536,0.405
177,Saline,71,22601,0.406
178,Saline,108,10469,0.188
179,Scott,118,4936,1.0
180,Sedgwick,81,22853,0.046
181,Sedgwick,82,21342,0.043
182,Sedgwick,83,22586,0.045
183,Sedgwick,84,22752,0.046
184,Sedgwick,85,20303,0.041
185,Sedgwick,86,22782,0.046
186,Sedgwick,87,22686,0.046
187,Sedgwick,88,22672,0.045
188,Sedgwick,89,22932,0.046
189,Sedgwick,90,22485,0.045
190,Sedgwick,91,22422,0.045
191,Sedgwick,92,22670,0.045
192,Sedgwick,93,22551,0.045
193,Sedgwick,94,22308,0.045
194,Sedgwick,95,23037,0.046
195,Sedgwick,96,22924,0.046
196,Sedgwick,97,22764,0.046
197,Sedgwick,98,22896,0.046
198,Sedgwick,99,9959,0.02
199,Sedgwick,100,22657,0.045
200,Sedgwick,101,15306,0.031
201,Sedgwick,103,22771,0.046
202,Sedgwick,105,22707,0.046
203,Seward,124,316,0.014
204,Seward,125,22636,0.986
205,Shawnee,47,3303,0.019
206,Shawnee,50,22481,0.126
207,Shawnee,51,1907,0.011
208,Shawnee,52,22236,0.125
209,Shawnee,53,22584,0.127
210,Shawnee,54,13922,0.078
211,Shawnee,55,23071,0.13
212,Shawnee,56,22746,0.128
213,Shawnee,57,22821,0.128
214,Shawnee,58,22863,0.128
215,Sheridan,118,2556,1.0
216,Sherman,120,6010,1.0
217,Smith,109,3853,1.0
218,Stafford,113,4437,1.0
219,Stanton,124,2235,1.0
220,Stevens,124,5724,1.0
221,Sumner,79,5791,0.24
222,Sumner,80,6905,0.286
223,Sumner,82,1391,0.058
224,Sumner,116,10045,0.416
225,Thomas,118,1148,0.145
226,Thomas,120,6752,0.855
227,Trego,118,3001,1.0
228,Wabaunsee,51,7053,1.0
229,Wallace,120,1485,1.0
230,Washington,106,5799,1.0
231,Wichita,118,2234,1.0
232,Wilson,13,9409,1.0
233,Woodson,13,3309,1.0
234,Wyandotte,31,22959,0.146
235,Wyandotte,32,22560,0.143
236,Wyandotte,33,22583,0.143
237,Wyandotte,34,22252,0.141
238,Wyandotte,35,22295,0.142
239,Wyandotte,36,22362,0.142
240,Wyandotte,37,22494,0.143
