,SD #.1,County.1,"County Pop.
in SD","% of SD
in County"
123,41.0,Wapello,30606.0,0.502
124,42.0,Henry,20145.0,0.331
125,42.0,Jefferson,2781.0,0.046
126,42.0,Lee,35862.0,0.59
127,42.0,Washington,2010.0,0.033
128,43.0,Johnson,60985.0,1.0
129,44.0,Des Moines,40325.0,0.662
130,44.0,Louisa,11387.0,0.187
131,44.0,Muscatine,9207.0,0.151
132,45.0,Scott,61153.0,1.0
133,46.0,Muscatine,30741.0,0.502
134,46.0,Scott,30493.0,0.498
135,47.0,Scott,61219.0,1.0
136,48.0,Buchanan,1693.0,0.028
137,48.0,Delaware,17764.0,0.292
138,48.0,Jones,12654.0,0.208
139,48.0,Linn,28712.0,0.472
140,49.0,Clinton,49116.0,0.799
141,49.0,Scott,12359.0,0.201
142,50.0,Dubuque,60732.0,1.0
