,County.2,HD #,"HD Pop.
in County","% of County
in HD"
176,Rowan,76,60004,0.433
177,Rowan,77,78414,0.566
178,Rowan,95,10,0.0
179,Rutherford,112,67794,1.0
180,Rutherford,113,16,0.0
181,Sampson,4,1,0.0
182,Sampson,21,12529,0.198
183,Sampson,22,50901,0.802
184,Scotland,48,22702,0.628
185,Scotland,66,13455,0.372
186,Stanly,67,60585,1.0
187,Stokes,91,47401,1.0
188,Surry,90,73673,1.0
189,Swain,119,13981,1.0
190,Transylvania,113,33090,1.0
191,Tyrrell,1,4407,1.0
192,Union,55,48844,0.243
193,Union,68,76067,0.378
194,Union,69,76381,0.379
195,Vance,32,45422,1.0
196,Wake,11,83217,0.092
197,Wake,28,10,0.0
198,Wake,30,1,0.0
199,Wake,33,82568,0.092
200,Wake,34,83083,0.092
201,Wake,35,77896,0.086
202,Wake,36,83373,0.093
203,Wake,37,83308,0.092
204,Wake,38,83403,0.093
205,Wake,39,81394,0.09
206,Wake,40,76608,0.085
207,Wake,41,82866,0.092
208,Wake,49,83266,0.092
209,Warren,27,3,0.0
210,Warren,32,20969,1.0
211,Washington,6,13228,1.0
212,Watauga,93,51079,1.0
213,Wayne,4,45851,0.374
214,Wayne,10,27426,0.224
215,Wayne,21,49346,0.402
216,Wilkes,73,1652,0.024
217,Wilkes,87,4,0.0
218,Wilkes,90,2910,0.042
219,Wilkes,93,5,0.0
220,Wilkes,94,64769,0.934
221,Wilson,8,49474,0.609
222,Wilson,24,31760,0.391
223,Yadkin,73,38406,1.0
224,Yancey,118,17818,1.0
