,HD #.1,County.3,"County Pop.
in HD","% of HD
in County"
127,82,Franklin,10349,0.162
128,82,Juniata,24636,0.384
129,82,Mifflin,29094,0.454
130,83,Lycoming,62097,1.0
131,84,Lycoming,54014,0.851
132,84,Union,9421,0.149
133,85,Snyder,28818,0.448
134,85,Union,35526,0.552
135,86,Cumberland,18869,0.291
136,86,Perry,45969,0.709
137,87,Cumberland,63291,1.0
138,88,Cumberland,61489,1.0
139,89,Franklin,62975,1.0
140,90,Franklin,63818,1.0
141,91,Adams,63921,1.0
142,92,Cumberland,5823,0.093
143,92,York,57013,0.907
144,93,York,62859,1.0
145,94,York,62119,1.0
146,95,York,63880,1.0
147,96,Lancaster,63712,1.0
148,97,Lancaster,63829,1.0
149,98,Dauphin,5235,0.084
150,98,Lancaster,57078,0.916
151,99,Lancaster,62684,1.0
152,100,Lancaster,63248,1.0
153,101,Lebanon,64543,1.0
154,102,Lebanon,63843,1.0
155,103,Dauphin,64170,1.0
156,104,Dauphin,58416,0.919
157,104,Lebanon,5182,0.081
158,105,Dauphin,62951,1.0
159,106,Dauphin,64229,1.0
160,107,Columbia,3877,0.06
161,107,Montour,18267,0.282
162,107,Northumberland,42549,0.658
163,108,Northumberland,51979,0.827
164,108,Snyder,10884,0.173
165,109,Columbia,63418,1.0
166,110,Bradford,45564,0.75
167,110,Sullivan,6428,0.106
168,110,Susquehanna,8788,0.145
169,111,Susquehanna,34568,0.548
170,111,Wayne,28517,0.452
171,112,Lackawanna,63713,1.0
172,113,Lackawanna,64445,1.0
173,114,Lackawanna,63360,1.0
174,115,Monroe,61244,1.0
175,116,Luzerne,61883,1.0
176,117,Lackawanna,3994,0.066
177,117,Luzerne,28559,0.469
178,117,Wyoming,28276,0.465
179,118,Lackawanna,18925,0.305
180,118,Luzerne,43059,0.695
181,119,Luzerne,63187,1.0
182,120,Luzerne,62171,1.0
183,121,Luzerne,62059,1.0
184,122,Carbon,62215,1.0
185,123,Schuylkill,61300,1.0
186,124,Berks,19571,0.324
187,124,Carbon,3034,0.05
188,124,Schuylkill,37843,0.626
189,125,Dauphin,13099,0.21
190,125,Schuylkill,49146,0.79
191,126,Berks,63848,1.0
192,127,Berks,64252,1.0
193,128,Berks,56683,0.887
194,128,Lancaster,7199,0.113
195,129,Berks,51421,0.81
196,129,Lancaster,12082,0.19
197,130,Berks,62534,1.0
198,131,Lehigh,40568,0.635
199,131,Montgomery,15641,0.245
200,131,Northampton,7687,0.12
201,132,Lehigh,62145,1.0
202,133,Lehigh,61468,1.0
203,134,Berks,17871,0.279
204,134,Lehigh,46235,0.721
205,135,Northampton,64957,1.0
206,136,Northampton,63737,1.0
207,137,Northampton,63104,1.0
208,138,Northampton,64360,1.0
209,139,Pike,38825,0.615
210,139,Wayne,24305,0.385
211,140,Bucks,61160,1.0
212,141,Bucks,62570,1.0
213,142,Bucks,64837,1.0
214,143,Bucks,62717,1.0
215,144,Bucks,61914,1.0
216,145,Bucks,62991,1.0
217,146,Montgomery,61171,1.0
218,147,Montgomery,62015,1.0
219,148,Montgomery,63904,1.0
220,149,Montgomery,62968,1.0
221,150,Montgomery,63950,1.0
222,151,Montgomery,60458,1.0
223,152,Montgomery,56148,0.917
224,152,Philadelphia,5059,0.083
225,153,Montgomery,63568,1.0
226,154,Montgomery,60602,1.0
227,155,Chester,63660,1.0
228,156,Chester,63470,1.0
229,157,Chester,49048,0.806
230,157,Montgomery,11805,0.194
231,158,Chester,60613,1.0
232,159,Delaware,60270,1.0
233,160,Chester,21823,0.345
234,160,Delaware,41508,0.655
235,161,Delaware,63539,1.0
236,162,Delaware,63600,1.0
237,163,Delaware,62505,1.0
238,164,Delaware,61023,1.0
239,165,Delaware,63806,1.0
240,166,Delaware,51995,0.84
241,166,Montgomery,9883,0.16
242,167,Chester,62591,1.0
243,168,Delaware,61472,1.0
244,169,York,62846,1.0
245,170,Philadelphia,64723,1.0
246,171,Centre,50299,0.776
247,171,Mifflin,14513,0.224
248,172,Montgomery,2543,0.04
249,172,Philadelphia,60985,0.96
250,173,Philadelphia,64506,1.0
251,174,Philadelphia,62030,1.0
252,175,Philadelphia,60162,1.0
253,176,Monroe,64551,1.0
254,177,Philadelphia,64682,1.0
255,178,Bucks,62131,1.0
256,179,Philadelphia,64687,1.0
257,180,Philadelphia,61423,1.0
258,181,Philadelphia,60446,1.0
259,182,Philadelphia,60646,1.0
260,183,Lehigh,26877,0.442
261,183,Northampton,33890,0.558
262,184,Philadelphia,61487,1.0
263,185,Delaware,11714,0.187
264,185,Philadelphia,50838,0.813
265,186,Philadelphia,61186,1.0
266,187,Berks,13421,0.21
267,187,Lehigh,50507,0.79
268,188,Philadelphia,60761,1.0
269,189,Monroe,44047,0.704
270,189,Pike,18544,0.296
271,190,Philadelphia,62703,1.0
272,191,Delaware,17547,0.284
273,191,Philadelphia,44153,0.716
274,192,Philadelphia,61656,1.0
275,193,Adams,37486,0.614
276,193,Cumberland,23609,0.386
277,194,Montgomery,9418,0.154
278,194,Philadelphia,51882,0.846
279,195,Philadelphia,62870,1.0
280,196,York,62068,1.0
281,197,Philadelphia,64621,1.0
282,198,Philadelphia,62075,1.0
283,199,Cumberland,62325,1.0
284,200,Philadelphia,62294,1.0
285,201,Philadelphia,60407,1.0
286,202,Philadelphia,64737,1.0
287,203,Philadelphia,64987,1.0
