,HD #.1,County.3,"County Pop.
in HD","% of HD
in County"
209,114,Buncombe,82902,1.0
210,115,Buncombe,79883,1.0
211,116,Buncombe,75530,0.999
212,116,Henderson,69,0.001
213,117,Buncombe,3,0.0
214,117,Henderson,79182,1.0
215,118,Haywood,37740,0.494
216,118,Madison,20764,0.272
217,118,Yancey,17818,0.233
218,119,Haywood,21296,0.282
219,119,Jackson,40271,0.533
220,119,Swain,13981,0.185
221,120,Cherokee,27444,0.34
222,120,Clay,10587,0.131
223,120,Graham,8861,0.11
224,120,Macon,33922,0.42
