,HD #.1,County.3,"County Pop.
in HD","% of HD
in County"
127,85,Lexington,38132,1.0
128,86,Aiken,38206,1.0
129,87,Lexington,38176,1.0
130,88,Lexington,38058,1.0
131,89,Lexington,38033,1.0
132,90,Bamberg,15987,0.44
133,90,Barnwell,3450,0.095
134,90,Colleton,16938,0.466
135,91,Allendale,10419,0.279
136,91,Barnwell,19171,0.514
137,91,Orangeburg,7697,0.206
138,92,Berkeley,36655,1.0
139,93,Calhoun,15175,0.405
140,93,Lexington,11264,0.301
141,93,Orangeburg,11022,0.294
142,94,Charleston,1596,0.044
143,94,Dorchester,34806,0.956
144,95,Orangeburg,37021,1.0
145,96,Lexington,38199,1.0
146,97,Colleton,2625,0.072
147,97,Dorchester,33987,0.928
148,98,Dorchester,36569,1.0
149,99,Berkeley,23975,0.647
150,99,Charleston,13086,0.353
151,100,Berkeley,36490,1.0
152,101,Clarendon,3076,0.084
153,101,Williamsburg,33350,0.916
154,102,Berkeley,31547,0.833
155,102,Dorchester,6334,0.167
156,103,Georgetown,32651,0.894
157,103,Horry,2811,0.077
158,103,Williamsburg,1073,0.029
159,104,Horry,36892,1.0
160,105,Horry,37637,1.0
161,106,Horry,36572,1.0
162,107,Horry,37203,1.0
163,108,Charleston,8931,0.245
164,108,Georgetown,27507,0.755
165,109,Charleston,26042,0.689
166,109,Dorchester,11764,0.311
167,110,Charleston,37422,1.0
168,111,Charleston,36625,1.0
169,112,Charleston,36943,1.0
170,113,Charleston,32418,0.876
171,113,Dorchester,4595,0.124
172,114,Charleston,28136,0.768
173,114,Dorchester,8500,0.232
174,115,Charleston,37252,1.0
175,116,Charleston,30180,0.827
176,116,Colleton,6293,0.173
177,117,Berkeley,26494,0.721
178,117,Charleston,10273,0.279
179,118,Beaufort,30199,0.811
180,118,Jasper,7033,0.189
181,119,Charleston,37362,1.0
182,120,Beaufort,34212,0.936
183,120,Jasper,2338,0.064
184,121,Beaufort,23439,0.643
185,121,Colleton,13036,0.357
186,122,Beaufort,119,0.003
187,122,Hampton,21090,0.576
188,122,Jasper,15406,0.421
189,123,Beaufort,37114,1.0
190,124,Beaufort,37150,1.0
