,HD #.1,County.3,"County Pop.
in HD","% of HD
in County"
66,29,Jefferson,41457,1.0
67,30,Jefferson,41529,1.0
68,31,Jefferson,41374,1.0
69,32,Jefferson,42068,1.0
70,33,Jefferson,36767,0.818
71,33,Oldham,8200,0.182
72,34,Jefferson,41376,1.0
73,35,Jefferson,41393,1.0
74,36,Jefferson,42259,0.955
75,36,Oldham,2002,0.045
76,37,Jefferson,41246,1.0
77,38,Jefferson,41578,1.0
78,39,Fayette,5391,0.128
79,39,Jessamine,36755,0.872
80,40,Jefferson,42181,1.0
81,41,Jefferson,41326,1.0
82,42,Jefferson,41476,1.0
83,43,Jefferson,41676,1.0
84,44,Jefferson,41514,1.0
85,45,Fayette,44930,1.0
86,46,Jefferson,41643,1.0
87,47,Carroll,10811,0.248
88,47,Gallatin,8589,0.197
89,47,Henry,15416,0.353
90,47,Trimble,8809,0.202
91,48,Jefferson,38765,0.889
92,48,Oldham,4834,0.111
93,49,Bullitt,41858,1.0
94,50,Nelson,43437,1.0
95,51,Adair,18656,0.432
96,51,Taylor,24512,0.568
97,52,McCreary,18306,0.404
98,52,Pulaski,6185,0.137
99,52,Wayne,20813,0.459
100,53,Anderson,21421,0.516
101,53,Bullitt,3054,0.074
102,53,Spencer,17061,0.411
103,54,Boyle,28432,0.64
104,54,Casey,15955,0.359
105,54,Lincoln,5,0.0
106,55,Jessamine,11831,0.264
107,55,Mercer,21331,0.475
108,55,Washington,11717,0.261
109,56,Fayette,13199,0.3
110,56,Franklin,5922,0.134
111,56,Woodford,24939,0.566
112,57,Franklin,43363,1.0
113,58,Shelby,42074,1.0
114,59,Oldham,45280,1.0
115,60,Boone,45347,1.0
116,61,Boone,1633,0.036
117,61,Grant,24662,0.544
118,61,Kenton,10445,0.23
119,61,Scott,8595,0.19
120,62,Fayette,2262,0.051
121,62,Owen,10841,0.245
122,62,Scott,31183,0.704
123,63,Boone,7414,0.162
124,63,Kenton,38312,0.838
125,64,Campbell,3557,0.078
126,64,Kenton,42026,0.922
127,65,Kenton,42184,1.0
128,66,Boone,45441,1.0
129,67,Campbell,41060,1.0
130,68,Campbell,45719,1.0
131,69,Boone,18976,0.415
132,69,Kenton,26753,0.585
133,70,Bracken,8488,0.199
134,70,Fleming,14348,0.337
135,70,Mason,17490,0.41
136,70,Robertson,2282,0.054
137,71,Garrard,16912,0.371
138,71,Madison,11647,0.255
139,71,Rockcastle,17056,0.374
140,72,Bath,11591,0.262
141,72,Bourbon,19985,0.453
142,72,Fayette,5448,0.123
143,72,Nicholas,7135,0.162
144,73,Clark,35613,0.862
145,73,Madison,5700,0.138
146,74,Menifee,6306,0.139
147,74,Montgomery,26499,0.583
148,74,Powell,12613,0.278
149,75,Fayette,44846,1.0
150,76,Fayette,44388,1.0
151,77,Fayette,44591,1.0
152,78,Harrison,18846,0.458
153,78,Pendleton,14877,0.362
154,78,Scott,7395,0.18
155,79,Fayette,45520,1.0
156,80,Lincoln,24737,0.555
157,80,Pulaski,19848,0.445
158,81,Madison,45151,1.0
159,82,Laurel,9747,0.215
160,82,Whitley,35637,0.785
161,83,Clinton,10272,0.233
162,83,Cumberland,6856,0.155
163,83,Pulaski,9460,0.214
164,83,Russell,17565,0.398
165,84,Harlan,16623,0.367
166,84,Perry,28712,0.633
167,85,Laurel,13825,0.334
168,85,Pulaski,27570,0.666
169,86,Knox,31883,0.702
170,86,Laurel,13533,0.298
171,87,Bell,28691,0.694
172,87,Harlan,12655,0.306
173,88,Fayette,45228,1.0
174,89,Jackson,13494,0.31
175,89,Laurel,11203,0.258
176,89,Madison,18808,0.432
177,90,Clay,21730,0.499
178,90,Laurel,10541,0.242
179,90,Leslie,11310,0.26
180,91,Breathitt,13878,0.324
181,91,Estill,14672,0.343
182,91,Lee,7887,0.184
183,91,Madison,1610,0.038
184,91,Owsley,4755,0.111
185,92,Knott,16346,0.396
186,92,Magoffin,13333,0.323
187,92,Pike,11650,0.282
188,93,Martin,12929,0.302
189,93,Pike,29896,0.698
190,94,Letcher,24519,0.555
191,94,Pike,19622,0.445
192,95,Floyd,39451,0.911
193,95,Pike,3856,0.089
194,96,Carter,27720,0.636
195,96,Lawrence,15860,0.364
196,97,Johnson,23356,0.523
197,97,Morgan,13923,0.312
198,97,Wolfe,7355,0.165
199,98,Boyd,4362,0.106
200,98,Greenup,36910,0.894
201,99,Elliott,7852,0.174
202,99,Lewis,13870,0.308
203,99,Rowan,23333,0.518
204,100,Boyd,45180,1.0
