,HD #.1,County.3,"County Pop.
in HD","% of HD
in County"
110,55,Clayton,2247,0.074
111,55,Fayette,9649,0.317
112,55,Winneshiek,18514,0.609
113,56,Allamakee,14330,0.474
114,56,Clayton,15882,0.526
115,57,Dubuque,30329,1.0
116,58,Dubuque,2592,0.085
117,58,Jackson,19848,0.652
118,58,Jones,7984,0.262
119,59,Black Hawk,30315,1.0
120,60,Black Hawk,30343,1.0
121,61,Black Hawk,30484,1.0
122,62,Black Hawk,30638,1.0
123,63,Black Hawk,6290,0.206
124,63,Bremer,24276,0.794
125,64,Buchanan,19265,0.632
126,64,Fayette,11231,0.368
127,65,Linn,30283,1.0
128,66,Linn,30308,1.0
129,67,Linn,30617,1.0
130,68,Linn,30305,1.0
131,69,Linn,30606,1.0
132,70,Linn,30395,1.0
133,71,Marshall,30672,1.0
134,72,Black Hawk,3020,0.098
135,72,Marshall,9976,0.324
136,72,Tama,17767,0.578
137,73,Cedar,18499,0.61
138,73,Johnson,9025,0.298
139,73,Muscatine,2797,0.092
140,74,Johnson,30599,1.0
141,75,Benton,26076,0.851
142,75,Iowa,4556,0.149
143,76,Iowa,11799,0.384
144,76,Poweshiek,18914,0.616
145,77,Johnson,30273,1.0
146,78,Keokuk,10511,0.348
147,78,Washington,19694,0.652
148,79,Mahaska,18020,0.59
149,79,Marion,12498,0.41
150,80,Appanoose,12887,0.426
151,80,Mahaska,4361,0.144
152,80,Monroe,7970,0.264
153,80,Wapello,5019,0.166
154,81,Wapello,30606,1.0
155,82,Davis,8753,0.288
156,82,Jefferson,14062,0.463
157,82,Van Buren,7570,0.249
158,83,Lee,30335,1.0
159,84,Henry,20145,0.661
160,84,Jefferson,2781,0.091
161,84,Lee,5527,0.181
162,84,Washington,2010,0.066
163,85,Johnson,30488,1.0
164,86,Johnson,30497,1.0
165,87,Des Moines,30433,1.0
166,88,Des Moines,9892,0.324
167,88,Louisa,11387,0.374
168,88,Muscatine,9207,0.302
169,89,Scott,30596,1.0
170,90,Scott,30557,1.0
171,91,Muscatine,30741,1.0
172,92,Scott,30493,1.0
173,93,Scott,30463,1.0
174,94,Scott,30756,1.0
175,95,Buchanan,1693,0.056
176,95,Linn,28712,0.944
177,96,Delaware,17764,0.584
178,96,Jones,12654,0.416
179,97,Clinton,18354,0.598
180,97,Scott,12359,0.402
181,98,Clinton,30762,1.0
182,99,Dubuque,30379,1.0
183,100,Dubuque,30353,1.0
